# Program:featureCounts v1.6.4; Command:"featureCounts" "-F" "SAF" "-O" "--fracOverlap" "0.2" "-T" "6" "-a" "consensus_peaks.mRp.clN.saf" "-o" "consensus_peaks.mRp.clN.featureCounts.txt" "Tscm_R1.mLb.clN.sorted.bam" "Tscm_R3.mLb.clN.sorted.bam" "Tsem_R2.mLb.clN.sorted.bam" "Tsem_R1.mLb.clN.sorted.bam" "Tscm_R2.mLb.clN.sorted.bam" "Tsem_R3.mLb.clN.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	Tscm_R1.mLb.clN.sorted.bam	Tscm_R3.mLb.clN.sorted.bam	Tsem_R2.mLb.clN.sorted.bam	Tsem_R1.mLb.clN.sorted.bam	Tscm_R2.mLb.clN.sorted.bam	Tsem_R3.mLb.clN.sorted.bam
Interval_33123	chr4	145936306	145936990	+	685	44	66	31	71	55	72
Interval_33124	chr4	145938155	145938495	+	341	23	38	26	34	32	27
Interval_33125	chr4	145938541	145939045	+	505	48	54	42	48	41	45
Interval_33126	chr4	146175550	146176357	+	808	38	78	23	47	50	75
Interval_33127	chr4	146243515	146243856	+	342	5	9	10	15	8	15
Interval_33128	chr4	146458524	146458884	+	361	21	32	4	10	9	8
Interval_33129	chr4	146488585	146488850	+	266	3	10	7	3	8	10
Interval_33130	chr4	146521755	146522946	+	1192	51	91	54	49	74	94
Interval_33131	chr4	146945643	146946198	+	556	33	55	21	21	50	33
Interval_33132	chr4	147019225	147019453	+	229	2	7	1	4	7	1
Interval_33133	chr4	147095598	147095853	+	256	2	3	0	5	3	10
Interval_33134	chr4	147381815	147382015	+	201	3	6	5	4	3	0
Interval_33135	chr4	147518994	147519194	+	201	3	8	5	1	4	1
Interval_33136	chr4	147617059	147617949	+	891	110	202	116	135	164	158
Interval_33137	chr4	147646393	147646593	+	201	2	10	2	5	6	7
Interval_33138	chr4	147683851	147684682	+	832	67	116	75	84	90	111
Interval_33139	chr4	147708121	147708482	+	362	7	8	2	1	8	8
Interval_33140	chr4	147731062	147732016	+	955	29	54	37	47	44	47
Interval_33141	chr4	147799920	147800443	+	524	41	96	18	44	47	30
Interval_33142	chr4	147866782	147867167	+	386	12	21	15	8	22	18
Interval_33143	chr4	147943028	147943430	+	403	5	11	5	13	7	6
Interval_33144	chr4	148052448	148052930	+	483	37	77	36	19	67	33
Interval_33145	chr4	148056839	148057249	+	411	36	57	14	34	37	32
Interval_33146	chr4	148060555	148061192	+	638	18	55	14	12	52	14
Interval_33147	chr4	148196356	148196583	+	228	0	10	3	3	7	2
Interval_33148	chr4	148216775	148217170	+	396	12	19	8	6	8	8
Interval_33149	chr4	148355664	148355915	+	252	2	5	0	2	9	3
Interval_33150	chr4	148376152	148376494	+	343	8	26	3	16	11	11
Interval_33151	chr4	148442156	148443061	+	906	187	311	181	214	269	230
Interval_33152	chr4	148444546	148444746	+	201	16	28	15	27	17	21
Interval_33153	chr4	150828101	150828645	+	545	23	103	61	51	84	86
Interval_33154	chr4	150867085	150867381	+	297	5	10	3	3	17	9
Interval_33155	chr4	150885281	150885747	+	467	4	38	7	23	13	26
Interval_33156	chr4	151014877	151016333	+	1457	105	164	97	156	139	169
Interval_33157	chr4	151098934	151099868	+	935	217	439	278	297	335	331
Interval_33158	chr4	151117352	151117618	+	267	6	5	3	1	9	9
Interval_33159	chr4	151122688	151122893	+	206	0	10	1	3	5	4
Interval_33160	chr4	151362682	151363129	+	448	18	32	9	11	16	23
Interval_33161	chr4	151408676	151409374	+	699	30	55	17	44	33	36
Interval_33162	chr4	151760777	151761434	+	658	96	175	106	96	143	145
Interval_33163	chr4	151801732	151801932	+	201	3	5	2	3	6	3
Interval_33164	chr4	151888594	151888903	+	310	3	10	0	6	3	9
Interval_33165	chr4	151940331	151940666	+	336	4	12	14	8	14	8
Interval_33166	chr4	151991553	151992021	+	469	13	17	4	5	14	6
Interval_33167	chr4	152010767	152011136	+	370	10	23	14	11	25	9
Interval_33168	chr4	152052676	152052876	+	201	3	6	1	0	2	0
Interval_33169	chr4	152063812	152064215	+	404	6	35	27	20	23	29
Interval_33170	chr4	152079798	152080289	+	492	8	28	13	13	12	17
Interval_33171	chr4	152100137	152101126	+	990	152	333	201	196	286	222
Interval_33172	chr4	152115759	152116186	+	428	10	21	4	10	25	18
Interval_33173	chr4	152138494	152138811	+	318	4	11	8	9	10	5
Interval_33174	chr4	152183632	152183891	+	260	5	10	2	0	8	7
Interval_33175	chr4	152246636	152247066	+	431	6	13	4	5	11	4
Interval_33176	chr4	152255391	152255858	+	468	19	85	41	40	68	64
Interval_33177	chr4	152382071	152382622	+	552	8	13	18	17	21	25
Interval_33178	chr4	152399249	152399595	+	347	4	7	1	5	13	6
Interval_33179	chr4	152408702	152408907	+	206	1	13	4	0	3	4
Interval_33180	chr4	152447180	152447499	+	320	3	9	2	3	6	2
Interval_33181	chr4	152458875	152459386	+	512	3	19	21	10	14	21
Interval_33182	chr4	152485672	152486258	+	587	69	196	126	107	166	141
Interval_33183	chr4	152500929	152501168	+	240	5	6	8	4	3	8
Interval_33184	chr4	152524420	152524785	+	366	2	13	3	7	7	13
Interval_33185	chr4	152535866	152537001	+	1136	278	462	298	312	383	394
Interval_33186	chr4	152544562	152544884	+	323	5	13	10	6	10	17
Interval_33187	chr4	152554116	152554636	+	521	31	97	48	38	37	56
Interval_33188	chr4	152585116	152585375	+	260	5	18	4	4	3	4
Interval_33189	chr4	152606808	152607248	+	441	15	35	6	12	7	8
Interval_33190	chr4	152643590	152643888	+	299	8	8	5	1	4	5
Interval_33191	chr4	152679761	152680357	+	597	26	62	55	45	69	68
Interval_33192	chr4	152696840	152697359	+	520	40	93	77	61	84	87
Interval_33193	chr4	152779119	152780495	+	1377	140	249	114	163	189	171
Interval_33194	chr4	152807353	152807553	+	201	0	2	2	9	11	7
Interval_33195	chr4	152846851	152847062	+	212	2	8	1	2	5	9
Interval_33196	chr4	153114723	153115248	+	526	63	120	54	56	111	70
Interval_33197	chr4	153115804	153116695	+	892	54	115	51	52	98	82
Interval_33198	chr4	153127856	153128138	+	283	8	12	2	3	6	7
Interval_33199	chr4	153153076	153153767	+	692	27	39	25	28	33	36
Interval_33200	chr4	153205042	153205735	+	694	33	29	2	10	11	10
Interval_33201	chr4	153248954	153249578	+	625	48	78	18	44	43	39
Interval_33202	chr4	153344332	153344938	+	607	23	34	15	26	24	49
Interval_33203	chr4	153345030	153345429	+	400	4	12	12	16	9	15
Interval_33204	chr4	153398760	153399040	+	281	2	5	4	3	13	2
Interval_33205	chr4	153426446	153426863	+	418	8	14	8	4	26	12
Interval_33206	chr4	153433054	153433486	+	433	11	29	10	6	17	23
Interval_33207	chr4	153439160	153439762	+	603	14	41	18	15	33	30
Interval_33208	chr4	153449977	153450773	+	797	8	15	24	8	22	16
Interval_33209	chr4	153465613	153466102	+	490	20	25	12	18	18	32
Interval_33210	chr4	153466212	153466697	+	486	26	31	13	33	32	32
Interval_33211	chr4	153471690	153472179	+	490	31	86	27	34	46	75
Interval_33212	chr4	153480724	153480999	+	276	0	7	1	2	11	5
Interval_33213	chr4	153487571	153488925	+	1355	96	178	72	126	113	138
Interval_33214	chr4	153493585	153493961	+	377	15	48	16	15	18	35
Interval_33215	chr4	153497133	153497656	+	524	39	89	39	30	62	58
Interval_33216	chr4	153522010	153522733	+	724	22	62	25	30	57	38
Interval_33217	chr4	153530296	153530804	+	509	4	17	12	8	13	21
Interval_33218	chr4	153574314	153574725	+	412	13	37	11	14	28	26
Interval_33219	chr4	153643418	153643731	+	314	9	22	11	6	11	19
Interval_33220	chr4	153651609	153651981	+	373	3	19	19	3	28	10
Interval_33221	chr4	153684054	153684535	+	482	8	17	9	16	12	12
Interval_33222	chr4	153809213	153809707	+	495	8	42	26	30	51	55
Interval_33223	chr4	153950137	153950580	+	444	4	24	11	8	12	12
Interval_33224	chr4	154332930	154333451	+	522	11	37	17	23	26	29
Interval_33225	chr4	154549931	154550724	+	794	66	123	64	60	84	93
Interval_33226	chr4	154552189	154552431	+	243	5	19	9	7	18	11
Interval_33227	chr4	155354073	155354273	+	201	2	9	0	4	2	3
Interval_33228	chr4	155376374	155377265	+	892	142	221	114	171	189	193
Interval_33229	chr4	155582980	155583432	+	453	10	23	5	2	16	3
Interval_33230	chr4	155758915	155759115	+	201	3	9	0	2	4	5
Interval_33231	chr4	155953262	155954069	+	808	33	46	22	47	34	34
Interval_33232	chr4	157443224	157443513	+	290	5	4	2	2	8	10
Interval_33233	chr4	157978777	157978990	+	214	2	9	2	2	7	2
Interval_33234	chr4	158671751	158672632	+	882	234	373	242	277	337	287
Interval_33235	chr4	158722805	158723711	+	907	33	48	20	30	37	45
Interval_33236	chr4	158729993	158730325	+	333	4	11	5	3	12	5
Interval_33237	chr4	158768591	158769135	+	545	20	28	17	28	25	17
Interval_33238	chr4	158769237	158769821	+	585	31	33	8	12	21	26
Interval_33239	chr4	158810168	158810473	+	306	10	13	3	2	9	3
Interval_33240	chr4	158902654	158902921	+	268	3	15	3	3	5	13
Interval_33241	chr4	158906019	158906362	+	344	9	23	6	3	17	9
Interval_33242	chr4	159102672	159103292	+	621	46	79	39	52	63	78
Interval_33243	chr4	159103526	159103946	+	421	21	27	8	28	24	37
Interval_33244	chr4	159104136	159104474	+	339	11	25	8	12	16	20
Interval_33245	chr4	159118000	159118321	+	322	9	19	6	5	10	14
Interval_33246	chr4	159175510	159175886	+	377	4	10	9	10	11	10
Interval_33247	chr4	159202990	159203316	+	327	2	12	3	5	6	5
Interval_33248	chr4	159869098	159869298	+	201	5	4	2	1	5	4
Interval_33249	chr4	160125699	160126075	+	377	4	21	3	0	2	11
Interval_33250	chr4	160130971	160131543	+	573	6	7	4	8	12	22
Interval_33251	chr4	160385338	160385538	+	201	3	3	2	2	3	8
Interval_33252	chr4	160385790	160385990	+	201	2	1	3	2	7	3
Interval_33253	chr4	160481641	160482057	+	417	12	4	3	6	5	13
Interval_33254	chr4	160550072	160550348	+	277	4	6	6	3	7	12
Interval_33255	chr4	160685946	160686301	+	356	9	11	0	4	2	9
Interval_33256	chr4	161494844	161495044	+	201	4	3	0	2	7	0
Interval_33257	chr4	161913438	161913648	+	211	2	3	3	4	3	7
Interval_33258	chr4	162497576	162497776	+	201	5	8	1	1	2	3
Interval_33259	chr4	162669616	162669879	+	264	3	3	6	7	2	5
Interval_33260	chr4	162700114	162700392	+	279	1	6	5	0	4	12
Interval_33261	chr4	163152885	163153089	+	205	2	1	0	7	0	6
Interval_33262	chr4	163165948	163167239	+	1292	81	175	82	106	117	134
Interval_33263	chr4	163494211	163495292	+	1082	76	139	92	114	117	122
Interval_33264	chr4	163495962	163496262	+	301	5	13	11	6	29	11
Interval_33265	chr4	163544474	163544704	+	231	3	10	5	4	8	7
Interval_33266	chr4	163550209	163550626	+	418	12	23	6	19	14	18
Interval_33267	chr4	163558578	163559024	+	447	10	13	55	5	72	10
Interval_33268	chr4	163577049	163577269	+	221	6	9	5	1	3	2
Interval_33269	chr4	163895385	163895900	+	516	33	55	9	18	13	13
Interval_33270	chr4	164956732	164957150	+	419	13	19	15	25	33	15
Interval_33271	chr4	165009910	165010155	+	246	5	18	0	2	3	8
Interval_33272	chr4	165112289	165113375	+	1087	105	186	111	140	151	132
Interval_33273	chr4	165208170	165208397	+	228	3	1	3	5	4	12
Interval_33274	chr4	165248066	165248352	+	287	3	2	4	1	21	2
Interval_33275	chr4	165255461	165255821	+	361	8	18	8	4	23	13
Interval_33276	chr4	165327211	165328052	+	842	178	330	206	218	283	270
Interval_33277	chr4	165378809	165379273	+	465	11	21	12	18	14	16
Interval_33278	chr4	165493307	165493629	+	323	4	11	0	1	12	6
Interval_33279	chr4	165799429	165799738	+	310	3	5	2	3	8	8
Interval_33280	chr4	166045415	166045818	+	404	25	19	18	18	12	11
Interval_33281	chr4	166143310	166143510	+	201	0	7	1	4	8	2
Interval_33282	chr4	166546324	166546549	+	226	5	1	2	5	2	8
Interval_33283	chr4	168153869	168154185	+	317	9	9	1	3	4	8
Interval_33284	chr4	168272548	168272865	+	318	8	14	1	2	5	4
Interval_33285	chr4	168318335	168318963	+	629	34	89	37	48	65	56
Interval_33286	chr4	168450174	168450414	+	241	2	11	3	2	7	7
Interval_33287	chr4	168480120	168481389	+	1270	68	130	57	85	93	111
Interval_33288	chr4	168509833	168510286	+	454	34	45	15	12	44	26
Interval_33289	chr4	168511796	168512241	+	446	23	54	35	35	43	33
Interval_33290	chr4	168552060	168552364	+	305	5	11	1	3	4	5
Interval_33291	chr4	168831885	168832179	+	295	6	5	5	11	15	8
Interval_33292	chr4	168832555	168832798	+	244	1	4	4	4	3	10
Interval_33293	chr4	168923885	168924168	+	284	6	6	2	0	8	2
Interval_33294	chr4	169009587	169010816	+	1230	120	197	119	129	176	174
Interval_33295	chr4	169016026	169016439	+	414	4	46	31	30	32	32
Interval_33296	chr4	169410796	169411251	+	456	15	32	19	17	26	17
Interval_33297	chr4	169604704	169604916	+	213	4	14	1	8	2	8
Interval_33298	chr4	169611995	169612941	+	947	155	241	151	198	174	190
Interval_33299	chr4	169613196	169613657	+	462	58	106	43	54	68	72
Interval_33300	chr4	169619566	169620680	+	1115	169	295	207	254	231	248
Interval_33301	chr4	169622112	169622515	+	404	54	81	50	78	45	76
Interval_33302	chr4	169626966	169627636	+	671	12	48	28	37	26	92
Interval_33303	chr4	169659773	169660426	+	654	62	147	43	56	76	93
Interval_33304	chr4	169757722	169758354	+	633	36	72	28	51	64	60
Interval_33305	chr4	169774685	169775009	+	325	4	9	3	7	8	11
Interval_33306	chr4	169823641	169823872	+	232	3	8	4	2	5	3
Interval_33307	chr4	170026316	170026861	+	546	31	25	11	28	26	15
Interval_33308	chr4	170027165	170027744	+	580	38	55	28	26	55	42
Interval_33309	chr4	170776957	170777174	+	218	3	3	2	7	4	11
Interval_33310	chr4	171642409	171642618	+	210	3	0	2	3	2	9
Interval_33311	chr4	171650952	171651152	+	201	1	2	1	1	8	5
Interval_33312	chr4	172000454	172000654	+	201	1	1	4	3	4	2
Interval_33313	chr4	172051153	172051382	+	230	5	5	1	3	5	4
Interval_33314	chr4	172127107	172127307	+	201	3	7	3	0	3	2
Interval_33315	chr4	173168155	173169013	+	859	30	39	18	35	34	47
Interval_33316	chr4	173169685	173169939	+	255	2	11	7	20	13	6
Interval_33317	chr4	173257899	173258143	+	245	3	8	3	5	9	7
Interval_33318	chr4	173264804	173265014	+	211	6	8	3	3	7	3
Interval_33319	chr4	173334005	173334918	+	914	209	315	212	224	283	247
Interval_33320	chr4	173369592	173370358	+	767	96	131	92	97	108	129
Interval_33321	chr4	173370596	173371157	+	562	79	163	85	104	117	110
Interval_33322	chr4	173371472	173371721	+	250	17	27	15	21	26	25
Interval_33323	chr4	173426125	173426435	+	311	4	9	13	2	31	6
Interval_33324	chr4	173494104	173494745	+	642	10	38	14	20	36	22
Interval_33325	chr4	174283005	174284256	+	1252	92	152	59	97	130	116
Interval_33326	chr4	174522427	174522820	+	394	20	15	4	4	27	5
Interval_33327	chr4	174685167	174685376	+	210	3	3	2	1	6	0
Interval_33328	chr4	175032889	175033108	+	220	5	1	4	2	1	7
Interval_33329	chr4	175205173	175205517	+	345	6	10	1	0	3	1
Interval_33330	chr4	175499713	175500163	+	451	6	5	4	3	12	20
Interval_33331	chr4	175521631	175521834	+	204	6	4	3	0	4	3
Interval_33332	chr4	175540882	175541082	+	201	2	3	4	1	3	6
Interval_33333	chr4	176065561	176066040	+	480	16	47	9	15	29	19
Interval_33334	chr4	176195275	176195893	+	619	76	136	68	83	93	99
Interval_33335	chr4	176319572	176320212	+	641	57	113	69	84	85	71
Interval_33336	chr4	176320325	176320820	+	496	40	67	45	62	61	58
Interval_33337	chr4	176341003	176341276	+	274	6	6	3	3	9	5
Interval_33338	chr4	176343181	176343413	+	233	3	4	5	1	3	13
Interval_33339	chr4	177047339	177047704	+	366	10	16	7	7	4	4
Interval_33340	chr4	177250075	177250491	+	417	14	28	6	7	11	17
Interval_33341	chr4	177309442	177310355	+	914	41	68	33	66	60	69
Interval_33342	chr4	177320348	177320623	+	276	3	14	3	10	9	9
Interval_33343	chr4	177339763	177340178	+	416	6	12	5	7	14	7
Interval_33344	chr4	177393221	177393624	+	404	7	14	4	5	17	6
Interval_33345	chr4	177441900	177442741	+	842	90	178	96	101	153	148
Interval_33346	chr4	178090855	178091065	+	211	2	7	1	1	1	7
Interval_33347	chr4	178241012	178241222	+	211	6	1	4	4	4	5
Interval_33348	chr4	178415086	178415408	+	323	0	4	3	8	10	12
Interval_33349	chr4	178636868	178637118	+	251	2	3	2	5	6	11
Interval_33350	chr4	178743890	178744152	+	263	0	3	3	5	2	9
Interval_33351	chr4	178812835	178813046	+	212	4	5	1	0	4	1
Interval_33352	chr4	179791616	179791934	+	319	4	5	4	5	3	10
Interval_33353	chr4	180100535	180100752	+	218	5	5	4	2	4	6
Interval_33354	chr4	180752981	180753237	+	257	2	4	4	4	3	7
Interval_33355	chr4	180901052	180901252	+	201	1	9	2	1	2	2
Interval_33356	chr4	182809023	182809530	+	508	27	80	18	42	19	36
Interval_33357	chr4	182916661	182917069	+	409	13	22	13	14	14	25
Interval_33358	chr4	182917335	182917698	+	364	16	17	11	24	11	20
Interval_33359	chr4	182917768	182918322	+	555	23	42	20	19	42	38
Interval_33360	chr4	182919055	182919333	+	279	4	14	11	9	20	22
Interval_33361	chr4	182925314	182925656	+	343	5	15	7	6	12	9
Interval_33362	chr4	182938143	182938433	+	291	4	10	1	4	4	11
Interval_33363	chr4	183097829	183098192	+	364	8	6	4	7	6	16
Interval_33364	chr4	183098892	183099390	+	499	24	18	7	18	22	5
Interval_33365	chr4	183261917	183262247	+	331	6	7	4	1	7	12
Interval_33366	chr4	183262425	183262783	+	359	8	13	4	6	13	7
Interval_33367	chr4	183398477	183399033	+	557	15	17	10	12	17	11
Interval_33368	chr4	183406986	183407553	+	568	39	77	39	54	62	60
Interval_33369	chr4	183430712	183431057	+	346	6	11	8	2	5	6
Interval_33370	chr4	183443948	183445295	+	1348	120	202	112	207	156	160
Interval_33371	chr4	183503899	183504129	+	231	16	28	19	17	23	28
Interval_33372	chr4	183504288	183505092	+	805	177	250	135	203	223	217
Interval_33373	chr4	183506084	183506508	+	425	42	79	33	43	40	70
Interval_33374	chr4	183658996	183659540	+	545	87	147	114	117	121	116
Interval_33375	chr4	183721379	183721772	+	394	11	15	10	7	13	9
Interval_33376	chr4	183721773	183721973	+	201	2	9	10	10	8	7
Interval_33377	chr4	183722761	183723416	+	656	19	23	20	33	23	17
Interval_33378	chr4	184230019	184230549	+	531	41	58	42	23	48	42
Interval_33379	chr4	184237639	184237998	+	360	8	32	15	11	8	17
Interval_33380	chr4	184264116	184264568	+	453	19	22	12	17	19	34
Interval_33381	chr4	184267890	184268342	+	453	17	24	20	16	29	15
Interval_33382	chr4	184282196	184282806	+	611	23	135	37	66	65	109
Interval_33383	chr4	184310314	184310687	+	374	3	7	5	9	14	15
Interval_33384	chr4	184343854	184344070	+	217	1	7	4	4	7	2
Interval_33385	chr4	184384312	184384679	+	368	3	7	5	3	4	16
Interval_33386	chr4	184409858	184410226	+	369	4	17	9	4	17	13
Interval_33387	chr4	184417880	184418279	+	400	19	36	18	16	24	31
Interval_33388	chr4	184420517	184420786	+	270	11	15	3	3	7	4
Interval_33389	chr4	184445058	184445258	+	201	1	5	4	3	12	9
Interval_33390	chr4	184453401	184453866	+	466	17	113	40	36	77	55
Interval_33391	chr4	184459456	184459847	+	392	2	23	5	6	15	9
Interval_33392	chr4	184474312	184475211	+	900	115	199	110	133	151	176
Interval_33393	chr4	184504079	184504345	+	267	3	2	2	3	4	9
Interval_33394	chr4	184534587	184534907	+	321	11	29	13	4	24	21
Interval_33395	chr4	184537375	184538391	+	1017	52	96	40	77	75	84
Interval_33396	chr4	184626247	184626698	+	452	4	17	44	24	19	50
Interval_33397	chr4	184648406	184648815	+	410	11	27	19	17	24	40
Interval_33398	chr4	184649124	184649935	+	812	84	126	73	128	114	111
Interval_33399	chr4	184668422	184668866	+	445	2	26	13	9	27	18
Interval_33400	chr4	184733738	184734555	+	818	92	143	82	119	128	146
Interval_33401	chr4	184741200	184741430	+	231	0	0	3	8	3	7
Interval_33402	chr4	184745792	184746139	+	348	2	18	4	6	9	5
Interval_33403	chr4	184762060	184762436	+	377	5	33	11	15	22	28
Interval_33404	chr4	184792967	184793436	+	470	10	56	7	19	16	32
Interval_33405	chr4	184826178	184827095	+	918	49	66	37	87	48	73
Interval_33406	chr4	184964695	184965201	+	507	10	27	8	9	10	13
Interval_33407	chr4	184983923	184984179	+	257	2	5	2	1	7	4
Interval_33408	chr4	185005104	185005594	+	491	12	20	5	9	21	15
Interval_33409	chr4	185039811	185040194	+	384	7	13	4	3	4	17
Interval_33410	chr4	185128593	185128833	+	241	3	5	3	2	3	12
Interval_33411	chr4	185142716	185143492	+	777	51	65	18	61	46	46
Interval_33412	chr4	185143656	185143856	+	201	4	8	5	10	6	15
Interval_33413	chr4	185165571	185165873	+	303	9	14	7	13	10	6
Interval_33414	chr4	185202427	185202723	+	297	27	37	13	17	18	28
Interval_33415	chr4	185203254	185204433	+	1180	92	100	49	138	70	97
Interval_33416	chr4	185209255	185209758	+	504	47	55	27	77	39	48
Interval_33417	chr4	185235963	185236232	+	270	10	6	4	3	6	1
Interval_33418	chr4	185254399	185254872	+	474	59	59	11	40	45	17
Interval_33419	chr4	185258899	185259099	+	201	10	12	1	6	9	4
Interval_33420	chr4	185266019	185266344	+	326	16	12	7	14	3	8
Interval_33421	chr4	185305005	185305344	+	340	11	12	3	7	12	4
Interval_33422	chr4	185339992	185340192	+	201	2	6	5	2	5	4
Interval_33423	chr4	185395832	185396921	+	1090	126	158	107	163	136	165
Interval_33424	chr4	185425557	185426473	+	917	123	213	132	148	161	184
Interval_33425	chr4	185470684	185471061	+	378	21	40	11	17	18	22
Interval_33426	chr4	185471199	185471745	+	547	72	75	32	86	51	53
Interval_33427	chr4	185587337	185587890	+	554	31	96	28	33	59	51
Interval_33428	chr4	186104484	186104692	+	209	6	8	1	7	4	2
Interval_33429	chr4	186190750	186191746	+	997	58	97	50	99	86	90
Interval_33430	chr4	186191815	186192159	+	345	16	14	13	15	16	22
Interval_33431	chr4	186201794	186202180	+	387	13	27	13	9	30	14
Interval_33432	chr4	186204147	186204697	+	551	8	36	30	12	50	25
Interval_33433	chr4	187038967	187039254	+	288	7	5	1	1	7	1
Interval_33434	chr4	188631089	188631395	+	307	3	11	0	2	4	4
Interval_33435	chr4	188754585	188754806	+	222	3	6	4	1	6	5
Interval_33436	chr4	189495909	189496240	+	332	1	3	6	3	7	6
Interval_33437	chr4	189846704	189846904	+	201	1	2	0	5	1	13
Interval_33438	chr4	189848600	189848987	+	388	5	11	7	9	15	5
Interval_33439	chr4	189881177	189881507	+	331	9	5	2	7	7	10
Interval_33440	chr4	189940201	189941285	+	1085	104	185	110	131	146	160
Interval_33441	chr4	190022709	190022913	+	205	3	6	5	7	4	8
Interval_33442	chr4	190107948	190108251	+	304	2	5	8	4	1	10
Interval_33443	chr4	190120217	190120417	+	201	3	8	1	0	6	9
Interval_33444	chr4	190120472	190120811	+	340	4	8	3	6	6	20
Interval_33445	chr4	190122149	190122503	+	355	5	11	6	6	11	15
Interval_33446	chr4	190177777	190178178	+	402	11	9	7	10	17	11
Interval_33447	chr5	188461	189008	+	548	33	71	43	46	56	65
Interval_33448	chr5	217645	218691	+	1047	64	118	78	84	111	120
Interval_33449	chr5	243916	244261	+	346	9	6	0	2	5	2
Interval_33450	chr5	258200	258492	+	293	2	2	2	8	5	12
Interval_33451	chr5	271146	271831	+	686	153	269	170	197	223	223
Interval_33452	chr5	297063	297455	+	393	4	10	4	6	12	11
Interval_33453	chr5	344061	344374	+	314	5	7	5	12	5	6
Interval_33454	chr5	378614	378983	+	370	1	12	5	6	15	17
Interval_33455	chr5	392440	392913	+	474	20	61	17	17	30	42
Interval_33456	chr5	442739	443193	+	455	14	19	7	21	14	25
Interval_33457	chr5	443288	443754	+	467	4	8	6	21	9	20
Interval_33458	chr5	463903	464389	+	487	30	62	64	39	80	50
Interval_33459	chr5	472428	472667	+	240	10	13	4	8	6	11
Interval_33460	chr5	472710	473332	+	623	21	29	19	48	24	36
Interval_33461	chr5	611795	612500	+	706	38	56	30	61	52	61
Interval_33462	chr5	671601	672035	+	435	27	35	15	31	22	31
Interval_33463	chr5	672603	673239	+	637	54	80	34	81	45	55
